,Prscrbr_NPI,Prscrbr_Last_Org_Name,Prscrbr_First_Name,Prscrbr_City,Prscrbr_State_Abrvtn,Prscrbr_State_FIPS,Prscrbr_Type,Prscrbr_Type_Src,Brnd_Name,Gnrc_Name,Tot_Clms,Tot_30day_Fills,Tot_Day_Suply,Tot_Drug_Cst,Tot_Benes,GE65_Sprsn_Flag,GE65_Tot_Clms,GE65_Tot_30day_Fills,GE65_Tot_Drug_Cst,GE65_Tot_Day_Suply,GE65_Bene_Sprsn_Flag,GE65_Tot_Benes,Year
468,1619243680,Fuchs,Christian,Memphis,TN,47,Infectious Disease,S,Mavyret,Glecaprevir/Pibrentasvir,16,16.0,450,220468.87,,*,,,,,*,,2018
469,1619251196,Nookala,Anupama,Saint Paul,MN,27,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,155172.9,,*,,,,,*,,2018
470,1619918505,Frazier,Lynn,Little Rock,AR,5,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,26,26.0,728,351627.67,11.0,#,,,,,*,,2018
471,1619931409,Sheela,Harinath,Orlando,FL,12,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,21,21.0,588,276210.78,,#,,,,,*,,2018
472,1629004957,Felizarta,Franco,Bakersfield,CA,6,Infectious Disease,S,Mavyret,Glecaprevir/Pibrentasvir,20,20.0,560,265184.64,,*,,,,,*,,2018
473,1629075643,Mcintyre,Vicki,Tucson,AZ,4,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,152439.11,,*,,,,,*,,2018
474,1629094743,Karagiozis,Michael,Temple Terrace,FL,12,Family Practice,S,Mavyret,Glecaprevir/Pibrentasvir,28,28.0,784,369663.74,,,17.0,17.0,224473.72,476.0,*,,2018
475,1629182365,Bin-Sagheer,Syed,Brooksville,FL,12,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,164189.38,,*,,,,,*,,2018
476,1629276159,Ilyas,Jawad,Gainesville,GA,13,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,163355.54,,*,,,,,*,,2018
477,1629403423,Carmicheal-Kusy,Crystal,Philadelphia,PA,42,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,176567.81,,*,,,,,*,,2018
478,1629482989,El-Sabawy,Medhat,Albuquerque,NM,35,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,55,55.0,1540,728700.11,25.0,,29.0,29.0,379460.02,812.0,,12.0,2018
479,1629489505,Thomas,Glenty,Houston,TX,48,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,21,21.0,588,287533.48,,#,,,,,*,,2018
480,1639106313,Aronsohn,Andrew,Chicago,IL,17,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,161786.19,,,12.0,12.0,161786.19,336.0,*,,2018
481,1639110224,Siegel,Jonathan,Mobile,AL,1,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,41,41.0,1148,564289.61,19.0,,29.0,29.0,400185.47,812.0,#,,2018
482,1639143480,Rodriguez Perez,Federico,San Juan,PR,72,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,161789.95,,,12.0,12.0,161789.95,336.0,*,,2018
483,1639156318,Stehlin,Muriel,E. Setauket,NY,36,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,173343.22,,*,,,,,*,,2018
484,1639170806,Al Dwairi,Abdullah,Chico,CA,6,Infectious Disease,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,175680.52,,*,,,,,*,,2018
485,1639194657,Swido,Anne,New York,NY,36,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,162955.45,,*,,,,,*,,2018
486,1639332166,Al Khalloufi,Kawtar,Weston,FL,12,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,48,48.0,1344,656907.05,17.0,,37.0,37.0,507094.0,1036.0,#,,2018
487,1639391121,Bhat,Sunil,Columbus,OH,39,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,147676.9,,,0.0,0.0,0.0,0.0,#,,2018
488,1639495658,Gonzalez-Flores,Alicia,Sacramento,CA,6,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,15,15.0,420,195091.02,,#,,,,,*,,2018
489,1639509425,Vanloy,Jenna,Saint Cloud,MN,27,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,18,18.0,504,244136.28,,*,,,,,*,,2018
490,1639546039,Jeffers,Rachel,Lebanon,NH,33,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,162294.52,,*,,,,,*,,2018
491,1649234600,Crabb,David,Indianapolis,IN,18,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,143587.76,,*,,,,,*,,2018
492,1649255431,Dee,Stephanie,Iowa City,IA,19,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,22,22.0,616,294847.32,,*,,,,,*,,2018
493,1649272451,Benner,Kent,Portland,OR,41,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,17,17.0,476,220705.47,,#,,,,,*,,2018
494,1649273871,Mendoza,Alfredo,Tampa,FL,12,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,19,19.0,532,256138.81,,*,,,,,*,,2018
495,1649463050,Gregg,Tina,Flowood,MS,28,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,31,31.0,868,414506.46,16.0,,17.0,17.0,226917.5,476.0,*,,2018
496,1649492927,Ashley,Cassandra,Branson,MO,29,Infectious Disease,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,174897.64,,*,,,,,*,,2018
497,1649505124,Agbim,Uchenna,Memphis,TN,47,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,36,36.0,1014,485545.48,13.0,,12.0,12.0,162574.62,342.0,*,,2018
498,1649538463,Leonard,Jennifer,Meridian,ID,16,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,20,20.0,560,269417.48,,*,,,,,*,,2018
499,1649586785,Skocdopole,Victoria,Reno,NV,32,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,149838.16,,*,,,,,*,,2018
500,1649587593,Osenbaugh,Matthew,Hutchinson,KS,20,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,16,16.0,448,212550.76,,#,,,,,*,,2018
501,1659355170,Brennan,Robert,Lynchburg,VA,51,Infectious Disease,S,Mavyret,Glecaprevir/Pibrentasvir,22,22.0,616,297295.97,11.0,*,,,,,*,,2018
502,1659357515,Fernandes,Neville,Irving,TX,48,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.9,392,194123.8,,*,,,,,*,,2018
503,1669461588,Ravinuthala,Ravi,Cincinnati,OH,39,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,18,18.0,504,240903.3,,*,,,,,*,,2018
504,1669549788,Hemak,Heidi,Scranton,PA,42,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,17,17.0,476,222822.61,,*,,,,,*,,2018
505,1669568622,Driscoll,Carolyn,Richmond,VA,51,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,60,60.0,1680,753693.46,23.0,,29.0,29.0,366416.59,812.0,,11.0,2018
506,1669602363,Anthony-Yearwood,Patricia,Brooklyn,NY,36,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,168854.4,,,13.0,13.0,168854.4,364.0,*,,2018
507,1669663480,Malik,Shahid,Pittsburgh,PA,42,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,47,47.0,1316,613117.04,20.0,,22.0,22.0,287873.54,616.0,*,,2018
508,1669725057,Asaad,Imad,Cleveland,OH,39,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,161230.02,,*,,,,,*,,2018
509,1669726287,Oubre,Mia,Baton Rouge,LA,22,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,149182.53,,*,,,,,*,,2018
510,1679552244,Limoges,Jenae,Lewiston,ME,23,Infectious Disease,S,Mavyret,Glecaprevir/Pibrentasvir,14,14.0,392,191537.92,,*,,,,,*,,2018
511,1679570345,Powers,Rhoda,Lebanon,TN,47,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,179405.82,,*,,,,,*,,2018
512,1679589758,Leblanc,Laura,Albuquerque,NM,35,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.9,336,158283.17,,*,,,,,*,,2018
513,1679641112,Gordon,Stuart,Detroit,MI,26,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,14,14.0,392,181035.94,,#,,,,,*,,2018
514,1679705214,Wallace,Dustin,Pittsburgh,PA,42,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,173320.86,,*,,,,,*,,2018
515,1679716955,Vahora,Zahid,Wayne,PA,42,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,23,23.0,644,318738.77,,#,,,,,*,,2018
516,1679777825,Mahmoudi,Tahar,Kansas City,MO,29,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,175044.54,,*,,,,,*,,2018
517,1689071433,Magee,Catherine,San Francisco,CA,6,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,173037.84,,*,,,,,*,,2018
518,1689610990,Nijjar,Jagraj,Yuba City,CA,6,Infectious Disease,S,Mavyret,Glecaprevir/Pibrentasvir,17,17.0,476,230455.34,,*,,,,,*,,2018
519,1689616914,Reese,Camilla,Billings,MT,30,Infectious Disease,S,Mavyret,Glecaprevir/Pibrentasvir,18,18.0,504,241739.53,,#,,,,,*,,2018
520,1689636433,Jagarlamudi,Kiran,Salisbury,NC,37,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,17,17.0,476,230521.32,,*,,,,,*,,2018
521,1689698342,Naugler,Willscott,Portland,OR,41,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,174284.77,,*,,,,,*,,2018
522,1689851677,Bari,Khurram,Cincinnati,OH,39,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,17,17.0,476,225503.63,,*,,,,,*,,2018
523,1689998874,Cheng,Rex,Seattle,WA,53,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,20,20.0,560,260659.96,,*,,,,,*,,2018
524,1699021980,Colgate,Emily,Spokane Valley,WA,53,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,180389.72,,*,,,,,*,,2018
525,1699085233,Cave,Barbra,Louisville,KY,21,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,30,30.0,840,399750.73,14.0,,16.0,16.0,212855.54,448.0,*,,2018
526,1699725036,Mailliard,Mark,Omaha,NE,31,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,20,20.0,560,260270.4,,*,,,,,*,,2018
527,1699735910,Storrs,Gina,Saint Paul,MN,27,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,16,16.0,448,220077.79,,#,,,,,*,,2018
528,1699747055,Mills,Shane,Springfield,OR,41,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,160672.12,,*,,,,,*,,2018
529,1699763573,Cox-North,Paula,Seattle,WA,53,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,172015.06,,*,,,,,*,,2018
530,1699847095,Fried,Michael,Chapel Hill,NC,37,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,162443.49,,*,,,,,*,,2018
531,1699872119,Barnes,Maisha,Dallas,TX,48,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,19,19.0,532,259817.68,,#,,,,,*,,2018
532,1699987800,Haque,Mahmudul,Lakeland,FL,12,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,38,38.0,1064,517650.53,16.0,,16.0,16.0,219117.47,448.0,*,,2018
533,1700010907,Rudnick,Sean,Charlotte,NC,37,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,28,28.0,784,379710.25,13.0,,13.0,13.0,171628.76,364.0,*,,2018
534,1700185089,Satapathy,Sanjaya,Memphis,TN,47,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,23,23.0,644,305134.9,,,11.0,11.0,145007.36,308.0,*,,2018
535,1700339926,Rosenberg,Samantha,Philadelphia,PA,42,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,17,17.0,476,226880.9,,#,,,,,*,,2018
536,1700809548,Saag,Michael,Birmingham,AL,1,Infectious Disease,S,Mavyret,Glecaprevir/Pibrentasvir,14,14.0,392,178724.66,,*,,,,,*,,2018
537,1700815479,Nunez,Marina,Winston-Salem,NC,37,Infectious Disease,S,Mavyret,Glecaprevir/Pibrentasvir,24,24.0,672,335893.13,12.0,*,,,,,*,,2018
538,1700822384,Nair,Satheesh,Memphis,TN,47,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,49,49.0,1372,666863.86,16.0,,14.0,14.0,190658.98,392.0,*,,2018
539,1700835337,Duah,Marylene,Watertown,NY,36,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,17,17.0,476,227334.66,,*,,,,,*,,2018
540,1700847860,Maheshwari,Anurag,Baltimore,MD,24,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,35,35.0,980,460665.49,16.0,,22.0,22.0,294574.39,616.0,*,,2018
541,1700879731,Marsano,Luis,Louisville,KY,21,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,16,16.0,448,215788.44,,*,,,,,*,,2018
542,1700925484,Behrman,Victoria,San Francisco,CA,6,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,167316.0,,*,,,,,*,,2018
543,1700931631,Staples,Omar,Oakland,CA,6,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,150286.9,,,11.0,11.0,150286.9,308.0,*,,2018
544,1700953908,Darling,Jama,Chapel Hill,NC,37,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,174947.46,,*,,,,,*,,2018
545,1710067053,Duchini,Andrea,Houston,TX,48,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,21,21.0,588,279016.96,11.0,#,,,,,*,,2018
546,1710092929,Cline,Lizabeth,Boston,MA,25,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,160506.4,,*,,,,,*,,2018
547,1710159363,Lim Chow Tom,Nicholas,Minneapolis,MN,27,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,22,22.0,616,300328.13,,*,,,,,*,,2018
548,1710167556,Mcdonald,Maura,Portland,ME,23,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,17,17.0,476,228982.72,,*,,,,,*,,2018
549,1710269766,Wright,Debra,Coatesville,PA,42,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,25,25.0,700,331661.77,13.0,#,,,,,*,,2018
550,1710431853,Justus,Judy,Los Angeles,CA,6,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,40,40.0,1064,501931.1,19.0,,27.0,27.0,329983.85,700.0,#,,2018
551,1720019474,Thuluvath,Paul,Baltimore,MD,24,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,18,18.0,504,247804.81,,#,,,,,*,,2018
552,1720039688,Gawrieh,Samer,Indianapolis,IN,18,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,143676.5,,*,,,,,*,,2018
553,1720063324,Lake-Bakaar,Gerond,Denver,CO,8,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,16,16.0,448,224123.96,,*,,,,,*,,2018
554,1720100811,Tujios,Shannan,Dallas,TX,48,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,173490.89,,*,,,,,*,,2018
555,1720174857,Meah,Nizam,Lake Jackson,TX,48,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,164755.89,,*,,,,,*,,2018
556,1720226632,Myers,Lauren,Portland,OR,41,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,17,17.0,476,226529.7,,#,,,,,*,,2018
557,1720278013,Mcgraw,Karen,Hendersonville,NC,37,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,17,17.0,476,230148.26,,*,,,,,*,,2018
558,1720423569,Land,Lauren,Portland,OR,41,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,24,24.0,672,323993.4,12.0,#,,,,,*,,2018
559,1720445463,Pennington,Theresa,Harviell,MO,29,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,16,16.0,448,215190.52,,*,,,,,*,,2018
560,1720495021,Outlaw,Katia,Concord,NC,37,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,20,20.0,560,269378.98,,#,,,,,*,,2018
561,1730156308,Britt,Katherine,Tacoma,WA,53,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,151119.6,,*,,,,,*,,2018
562,1730181439,Flora,Kenneth,Portland,OR,41,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,177083.03,,,13.0,13.0,177083.03,364.0,*,,2018
563,1730181876,Abraham,George,Worcester,MA,25,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,172580.84,,*,,,,,*,,2018
564,1730182205,Reiling,June,Boise,ID,16,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,18,18.0,504,244214.92,,#,,,,,*,,2018
565,1730307299,Cheng,Nicole,Atlanta,GA,13,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,35,35.0,980,472444.73,15.0,,13.0,13.0,176897.14,364.0,*,,2018
566,1730355702,Khaderi,Saira,Houston,TX,48,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,24,24.0,672,321706.26,,#,,,,,*,,2018
567,1730389800,Jefferson,Ronald,Los Angeles,CA,6,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,146378.35,,*,,,,,*,,2018
568,1730497454,Im,Gene,New York,NY,36,General Surgery,S,Mavyret,Glecaprevir/Pibrentasvir,17,17.0,476,237048.85,,#,,,,,*,,2018
569,1730553421,Adegboyega,Omosalewa,Shreveport,LA,22,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,172468.08,,*,,,,,*,,2018
570,1740203884,Dyer,Mary,New Paltz,NY,36,Family Practice,S,Mavyret,Glecaprevir/Pibrentasvir,18,18.0,504,244840.41,,#,,,,,*,,2018
571,1740266568,Johns,Paul,Reno,NV,32,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,14,14.0,392,193370.16,,#,,,,,*,,2018
572,1740280221,Padalino,Michael,Seneca,PA,42,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,161978.82,,*,,,,,*,,2018
573,1740280429,Hoque,Nazmul,Mcminnville,OR,41,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,163591.68,,*,,,,,*,,2018
574,1740360619,Lake,John,Minneapolis,MN,27,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,24,24.0,672,322470.15,,#,,,,,*,,2018
575,1740374487,Wilson,Scott,Tucson,AZ,4,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,28,30.6,868,431691.19,15.0,#,,,,,*,,2018
576,1740486166,Murray,Alexis,Oxnard,CA,6,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,159991.0,,*,,,,,*,,2018
577,1740553494,Mckinney,Jeffrey,Palo Alto,CA,6,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,145169.76,,*,,,,,*,,2018
578,1740672070,Catoe,Laura,Burlington,VT,50,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,16,16.0,448,216128.96,,*,,,,,*,,2018
579,1750329413,Nour,Khaled,Lake Charles,LA,22,Emergency Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,15,15.0,420,200201.34,,*,,,,,*,,2018
580,1750374328,Levin,Douglas,Columbus,OH,39,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,15,15.0,420,201402.31,,*,,,,,*,,2018
581,1750375051,Kusuma,Vithal,Albany,GA,13,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,14,14.0,392,192091.76,,*,,,,,*,,2018
582,1750575395,Quagliata,Joseph,Maitland,FL,12,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,163253.3,,*,,,,,*,,2018
583,1760453286,George,Garth,Leesburg,FL,12,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,14,14.0,392,191738.87,,*,,,,,*,,2018
584,1760458434,Campbell,Shirley,Saint Louis,MO,29,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,53,53.0,1484,725398.34,27.0,,26.0,26.0,357120.17,728.0,,13.0,2018
585,1760463152,Cohen,Murray,Phoenix,AZ,4,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,14,14.0,392,191726.58,,*,,,,,*,,2018
586,1760696991,Hussain,Syed,Milwaukee,WI,55,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,148320.67,,*,,,,,*,,2018
587,1760710495,Pillsbury,Carol,Pinehurst,NC,37,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,16,16.0,448,215857.1,,*,,,,,*,,2018
588,1760858062,Juckett,Jamie,New Orleans,LA,22,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,42,42.0,1176,551237.09,21.0,,17.0,17.0,222078.33,476.0,*,,2018
589,1770528697,Mantry,Parvez,Dallas,TX,48,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,18,18.0,504,252716.32,,*,,,,,*,,2018
590,1770544298,Bidani,Jatin,Largo,FL,12,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,181974.12,,*,,,,,*,,2018
591,1770561946,Hillebrand,Donald,Des Moines,IA,19,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,165413.0,,*,,,,,*,,2018
592,1770579989,Sangal,Ajay,Muskogee,OK,40,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,19,19.0,532,252252.08,,*,,,,,*,,2018
593,1770585044,Nguyen,Khanh,San Jose,CA,6,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,16,16.0,434,205300.65,,,16.0,16.0,205300.65,434.0,*,,2018
594,1770643843,Moore,Allison,Dallas,TX,48,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,45,45.0,1260,599808.92,19.0,,26.0,26.0,346328.86,728.0,#,,2018
595,1770760084,Norton,Brianna,New York,NY,36,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,155542.36,,*,,,,,*,,2018
596,1770786139,Todd,Nancy,Kansas City,MO,29,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,15,15.0,420,193795.39,,*,,,,,*,,2018
597,1770974974,Lewis,Shawn,Richmond,VA,51,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,16,16.0,448,200871.32,,*,,,,,*,,2018
598,1780007104,Maxey,Tiffany,Silver City,NM,35,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,14,14.0,392,190238.4,,*,,,,,*,,2018
599,1780033605,Tippin,Haley,Oklahoma City,OK,40,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,174118.71,,*,,,,,*,,2018
600,1780692046,Webb,Kristin,Williamsville,NY,36,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,50,50.0,1400,669081.74,23.0,,29.0,29.0,390183.33,812.0,#,,2018
601,1780693010,Poblete,Jose,Cleveland,OH,39,Infectious Disease,S,Mavyret,Glecaprevir/Pibrentasvir,19,19.0,532,256175.03,,*,,,,,*,,2018
602,1780693655,Nevels,Marcella,Charlotte,NC,37,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,11,11.0,308,148357.13,,*,,,,,*,,2018
603,1780758714,Whitney,Leslie,Missoula,MT,30,Infectious Disease,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,173505.98,,*,,,,,*,,2018
604,1780810887,Stewart,Rachel,Fort Worth,TX,48,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,44,44.0,1232,602130.95,22.0,,25.0,25.0,341816.48,700.0,#,,2018
605,1780829374,Pagadala,Mangesh,Dallas,TX,48,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,20,20.0,560,278476.1,,*,,,,,*,,2018
606,1780903518,Weippert,John,Warren,OH,39,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,159713.45,,*,,,,,*,,2018
607,1780929240,Shaker,Mina,Philadelphia,PA,42,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,33,33.0,924,442735.97,17.0,,21.0,21.0,282364.18,588.0,*,,2018
608,1780991463,Presnell,Richard,Westminster,CO,8,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,336,162407.5,,*,,,,,*,,2018
609,1790020741,Nerf,Jennifer,Baltimore,MD,24,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,13,13.0,364,171223.56,,*,,,,,*,,2018
610,1790094878,Tsao,Ana,Long Beach,CA,6,Pharmacist,T,Mavyret,Glecaprevir/Pibrentasvir,12,12.0,168,86532.0,,,12.0,12.0,86532.0,168.0,*,,2018
611,1790721165,Rumalla,Ashwin,Ocala,FL,12,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,18,18.0,504,248679.19,,*,,,,,*,,2018
612,1790734879,Pinto,Paul,Colorado Springs,CO,8,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,23,23.0,644,317405.58,,#,,,,,*,,2018
613,1790741312,Patel,Chirag,Chattanooga,TN,47,Internal Medicine,S,Mavyret,Glecaprevir/Pibrentasvir,40,40.0,1120,537793.0,17.0,,18.0,18.0,239834.22,504.0,*,,2018
614,1790755031,Buhl,Jeani,Medford,OR,41,Nurse Practitioner,S,Mavyret,Glecaprevir/Pibrentasvir,53,53.0,1484,712919.17,23.0,,39.0,39.0,523655.77,1092.0,#,,2018
615,1790788909,Trope,Bradley,Cape Coral,FL,12,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,14,14.0,392,194148.16,,*,,,,,*,,2018
616,1790822963,Jonassaint,Naudia,Pittsburgh,PA,42,Gastroenterology,S,Mavyret,Glecaprevir/Pibrentasvir,26,26.0,728,339072.82,11.0,,12.0,12.0,156193.12,336.0,*,,2018
617,1790827566,Barnett,Michelle,Colorado Springs,CO,8,Physician Assistant,S,Mavyret,Glecaprevir/Pibrentasvir,26,26.0,728,354917.85,12.0,,15.0,15.0,206803.13,420.0,*,,2018
